COD_MUNIC_IBGE,MUNIC_PROPONENTE,UF_PROPONENTE,NR_CONVENIO,count,soma_por_convenio
1100015,ALTA FLORESTA D'OESTE,RO,706843,2,102555.55
1100015,ALTA FLORESTA D'OESTE,RO,713962,5,128988.3
1100015,ALTA FLORESTA D'OESTE,RO,733714,3,217450.0
1100015,ALTA FLORESTA D'OESTE,RO,734576,2,348e3
1100015,ALTA FLORESTA D'OESTE,RO,734980,1,151710.0
1100015,ALTA FLORESTA D'OESTE,RO,737177,1,110680.0
1100015,ALTA FLORESTA D'OESTE,RO,737215,3,98771.40000000001
1100015,ALTA FLORESTA D'OESTE,RO,739152,2,114137.76
1100015,ALTA FLORESTA D'OESTE,RO,741775,3,83990.0
1100015,ALTA FLORESTA D'OESTE,RO,743560,3,105445.0
1100015,ALTA FLORESTA D'OESTE,RO,756517,3,501400.0
1100015,ALTA FLORESTA D'OESTE,RO,756592,3,201160.66
1100015,ALTA FLORESTA D'OESTE,RO,759938,4,155250.98
1100015,ALTA FLORESTA D'OESTE,RO,760212,4,243860.03999999998
1100015,ALTA FLORESTA D'OESTE,RO,762170,5,145339.5
1100015,ALTA FLORESTA D'OESTE,RO,762433,1,173500.0
1100015,ALTA FLORESTA D'OESTE,RO,765763,4,343330.0
1100015,ALTA FLORESTA D'OESTE,RO,766396,8,439521.69
1100015,ALTA FLORESTA D'OESTE,RO,767721,1,245e3
1100015,ALTA FLORESTA D'OESTE,RO,767816,6,480332.19
1100015,ALTA FLORESTA D'OESTE,RO,769029,1,178500.0
1100015,ALTA FLORESTA D'OESTE,RO,769846,5,333457.14
1100015,ALTA FLORESTA D'OESTE,RO,770465,2,240070.56
1100015,ALTA FLORESTA D'OESTE,RO,770662,1,94878.11
1100015,ALTA FLORESTA D'OESTE,RO,770887,4,471433.94000000006
1100015,ALTA FLORESTA D'OESTE,RO,775459,10,214294.9
1100015,ALTA FLORESTA D'OESTE,RO,784650,3,502625.75
1100015,ALTA FLORESTA D'OESTE,RO,784717,4,53889.91
1100015,ALTA FLORESTA D'OESTE,RO,785890,2,189600.0
1100015,ALTA FLORESTA D'OESTE,RO,785935,2,306200.0
1100015,ALTA FLORESTA D'OESTE,RO,790893,2,337400.0
1100015,ALTA FLORESTA D'OESTE,RO,791748,6,366616.14
1100015,ALTA FLORESTA D'OESTE,RO,796745,1,155e3
1100015,ALTA FLORESTA D'OESTE,RO,798582,2,67271.76000000001
1100015,ALTA FLORESTA D'OESTE,RO,801427,1,151e3
1100015,ALTA FLORESTA D'OESTE,RO,801428,4,489313.69
1100015,ALTA FLORESTA D'OESTE,RO,801461,1,479699.0
1100015,ALTA FLORESTA D'OESTE,RO,801470,2,208e3
1100015,ALTA FLORESTA D'OESTE,RO,802584,3,247492.45
1100015,ALTA FLORESTA D'OESTE,RO,804634,4,191189.01
1100015,ALTA FLORESTA D'OESTE,RO,804953,3,171669.78
1100015,ALTA FLORESTA D'OESTE,RO,807251,2,111270.0
1100015,ALTA FLORESTA D'OESTE,RO,814566,5,238103.74
1100015,ALTA FLORESTA D'OESTE,RO,815314,3,178340.94
1100015,ALTA FLORESTA D'OESTE,RO,817066,3,73120.0
1100015,ALTA FLORESTA D'OESTE,RO,817215,3,493883.64
1100015,ALTA FLORESTA D'OESTE,RO,818022,3,64380.0
1100015,ALTA FLORESTA D'OESTE,RO,825177,1,396999.0
1100023,ARIQUEMES,RO,703098,14,22338.420000000002
1100023,ARIQUEMES,RO,706111,19,302904.17
1100023,ARIQUEMES,RO,707186,1,101410.0
1100023,ARIQUEMES,RO,707441,2,91995.0
1100023,ARIQUEMES,RO,708994,2,107500.0
1100023,ARIQUEMES,RO,710921,3,324733.58
1100023,ARIQUEMES,RO,711182,1,111700.0
1100023,ARIQUEMES,RO,712864,13,203527.8
1100023,ARIQUEMES,RO,713512,2,127512.48
1100023,ARIQUEMES,RO,713526,5,292846.48000000004
1100023,ARIQUEMES,RO,719019,2,123291.23
1100023,ARIQUEMES,RO,719988,2,177619.88
1100023,ARIQUEMES,RO,720340,2,330954.06
1100023,ARIQUEMES,RO,722880,8,521507.27
1100023,ARIQUEMES,RO,728370,16,207620.66
1100023,ARIQUEMES,RO,736074,3,93369.99
1100023,ARIQUEMES,RO,738202,2,88180.0
1100023,ARIQUEMES,RO,741114,6,526574.59
1100023,ARIQUEMES,RO,742886,2,96348.0
1100023,ARIQUEMES,RO,756594,1,394235.41
1100023,ARIQUEMES,RO,756666,4,346755.76
1100023,ARIQUEMES,RO,766216,1,73170.32
1100023,ARIQUEMES,RO,771060,4,338334.47
1100023,ARIQUEMES,RO,771178,2,303900.0
1100023,ARIQUEMES,RO,771179,4,373572.5
1100023,ARIQUEMES,RO,771181,1,205e3
1100023,ARIQUEMES,RO,781032,2,381297.41000000003
1100023,ARIQUEMES,RO,781119,1,153e3
1100023,ARIQUEMES,RO,781204,2,398980.47000000003
1100023,ARIQUEMES,RO,785171,3,434755.20999999996
1100023,ARIQUEMES,RO,785881,3,298852.22
1100023,ARIQUEMES,RO,785883,3,474815.49
1100023,ARIQUEMES,RO,786661,1,185500.0
1100023,ARIQUEMES,RO,788405,1,514140.0
1100023,ARIQUEMES,RO,792166,4,313263.87
1100023,ARIQUEMES,RO,798705,1,514140.0
1100023,ARIQUEMES,RO,801453,1,170750.0
1100023,ARIQUEMES,RO,801845,1,76189.0
1100031,CABIXI,RO,710753,4,424488.10000000003
1100031,CABIXI,RO,736069,1,112350.0
1100031,CABIXI,RO,743438,1,116950.0
1100031,CABIXI,RO,760251,4,162895.06
1100031,CABIXI,RO,770528,2,144250.0
1100031,CABIXI,RO,771177,5,286314.43
1100031,CABIXI,RO,771684,3,2e5
1100031,CABIXI,RO,782279,1,20880.69
1100031,CABIXI,RO,784551,1,267850.0
1100031,CABIXI,RO,784720,2,86740.0
1100031,CABIXI,RO,799450,3,167950.0
1100031,CABIXI,RO,801237,3,144400.0
1100031,CABIXI,RO,801247,1,305750.0
1100031,CABIXI,RO,801418,1,305750.0
1100031,CABIXI,RO,801430,1,415900.0
1100031,CABIXI,RO,801441,1,23e4
1100031,CABIXI,RO,809907,2,69738.18
1100031,CABIXI,RO,815120,1,85999.0
1100031,CABIXI,RO,817441,1,153733.84
1100049,CACOAL,RO,703901,13,107489.26
1100049,CACOAL,RO,707134,5,182015.55
1100049,CACOAL,RO,707574,6,343132.08
1100049,CACOAL,RO,710582,5,831370.89
1100049,CACOAL,RO,711088,18,965166.73
1100049,CACOAL,RO,711306,4,832360.7799999999
1100049,CACOAL,RO,713266,2,194919.02000000002
1100049,CACOAL,RO,716162,7,288524.67
1100049,CACOAL,RO,727068,5,225505.0
1100049,CACOAL,RO,728360,17,191022.06
1100049,CACOAL,RO,732685,5,202250.0
1100049,CACOAL,RO,733407,1,253e3
1100049,CACOAL,RO,733512,3,517224.45
1100049,CACOAL,RO,734558,4,882950.0
1100049,CACOAL,RO,734991,18,109600.0
1100049,CACOAL,RO,741459,3,157648.82
1100049,CACOAL,RO,741758,12,129738.0
1100049,CACOAL,RO,745835,2,240491.06
1100049,CACOAL,RO,751007,24,62045.33
1100049,CACOAL,RO,757746,5,890758.51
1100049,CACOAL,RO,759349,1,78261.57
1100049,CACOAL,RO,760213,2,314693.2
1100049,CACOAL,RO,761906,2,147800.0
1100049,CACOAL,RO,764478,4,157399.0
1100049,CACOAL,RO,765750,2,12e4
1100049,CACOAL,RO,768028,21,145762.54
1100049,CACOAL,RO,770529,2,757648.26
1100049,CACOAL,RO,770788,2,379e3
1100049,CACOAL,RO,772372,2,103500.0
1100049,CACOAL,RO,772602,5,151287.0
1100049,CACOAL,RO,774857,3,21e4
1100049,CACOAL,RO,776609,2,373937.63
1100049,CACOAL,RO,779083,4,254319.0
1100049,CACOAL,RO,780462,4,274900.0
1100049,CACOAL,RO,780593,4,964807.19
1100049,CACOAL,RO,781000,4,276668.88
1100049,CACOAL,RO,782820,3,469021.0
1100049,CACOAL,RO,782826,3,474615.82
1100049,CACOAL,RO,783396,5,239886.43
1100049,CACOAL,RO,784723,4,198689.0
1100049,CACOAL,RO,788406,1,25e4
1100049,CACOAL,RO,794267,3,154900.0
1100049,CACOAL,RO,798599,4,142559.66
1100049,CACOAL,RO,798708,2,487e3
1100049,CACOAL,RO,800001,3,361257.51
1100049,CACOAL,RO,800321,1,443400.0
1100049,CACOAL,RO,801232,4,893248.0
1100049,CACOAL,RO,801412,3,383975.0
1100049,CACOAL,RO,801579,3,275514.24
1100049,CACOAL,RO,801735,4,460196.56
1100049,CACOAL,RO,802579,3,210528.71
1100056,CEREJEIRAS,RO,706799,1,252900.0
1100056,CEREJEIRAS,RO,709211,9,88810.25
1100056,CEREJEIRAS,RO,710930,5,141139.36
1100056,CEREJEIRAS,RO,714562,4,112500.0
1100056,CEREJEIRAS,RO,719118,7,105899.29999999999
1100056,CEREJEIRAS,RO,725819,4,51205.44
1100056,CEREJEIRAS,RO,734586,3,199393.72
1100056,CEREJEIRAS,RO,734983,5,242273.53
1100056,CEREJEIRAS,RO,734995,5,334427.88
1100056,CEREJEIRAS,RO,738751,9,894811.25
1100056,CEREJEIRAS,RO,744128,1,102100.0
1100056,CEREJEIRAS,RO,756678,6,127383.19
1100056,CEREJEIRAS,RO,760532,9,462476.87
1100056,CEREJEIRAS,RO,766108,3,200397.65000000002
1100056,CEREJEIRAS,RO,768765,9,525209.95
1100056,CEREJEIRAS,RO,768953,1,82500.0
1100056,CEREJEIRAS,RO,769844,6,562295.94
1100056,CEREJEIRAS,RO,772367,5,897013.56
1100056,CEREJEIRAS,RO,774693,1,199e3
1100056,CEREJEIRAS,RO,775563,3,484881.79000000004
1100056,CEREJEIRAS,RO,780951,1,53e4
1100056,CEREJEIRAS,RO,782267,6,306882.59
1100056,CEREJEIRAS,RO,785644,3,2e5
1100056,CEREJEIRAS,RO,795787,4,213970.8
1100056,CEREJEIRAS,RO,796615,3,259398.83000000002
1100056,CEREJEIRAS,RO,799477,7,243133.91999999998
1100056,CEREJEIRAS,RO,799971,8,934019.46
1100056,CEREJEIRAS,RO,801233,3,234573.51
1100056,CEREJEIRAS,RO,801246,2,403899.0
1100056,CEREJEIRAS,RO,801403,7,391734.33
1100056,CEREJEIRAS,RO,801472,1,341200.0
1100056,CEREJEIRAS,RO,801578,7,282586.65
1100056,CEREJEIRAS,RO,801835,1,80750.0
1100056,CEREJEIRAS,RO,815205,3,240543.5
1100056,CEREJEIRAS,RO,816081,7,523677.5
1100056,CEREJEIRAS,RO,817159,4,238492.01
1100056,CEREJEIRAS,RO,817209,2,197142.34
1100056,CEREJEIRAS,RO,817431,2,292103.81
1100056,CEREJEIRAS,RO,817944,4,489942.89999999997
1100056,CEREJEIRAS,RO,820502,1,91350.0
1100056,CEREJEIRAS,RO,820953,3,755395.43
1100056,CEREJEIRAS,RO,824946,5,394490.72000000003
1100056,CEREJEIRAS,RO,825812,2,471338.42000000004
1100064,COLORADO DO OESTE,RO,721712,4,103545.0
1100064,COLORADO DO OESTE,RO,734728,5,237500.0
1100064,COLORADO DO OESTE,RO,735000,4,86295.58
1100064,COLORADO DO OESTE,RO,741770,3,189992.95
1100064,COLORADO DO OESTE,RO,760250,1,255199.13
1100064,COLORADO DO OESTE,RO,762418,2,313800.58
1100064,COLORADO DO OESTE,RO,762440,3,137690.0
1100064,COLORADO DO OESTE,RO,767569,1,126400.0
1100064,COLORADO DO OESTE,RO,767950,2,136713.01
1100064,COLORADO DO OESTE,RO,768265,3,466784.92000000004
1100064,COLORADO DO OESTE,RO,770531,1,212e3
1100064,COLORADO DO OESTE,RO,770789,4,307674.52
1100064,COLORADO DO OESTE,RO,770818,5,496147.36
1100064,COLORADO DO OESTE,RO,772455,7,369683.29
1100064,COLORADO DO OESTE,RO,773028,3,409711.21
1100064,COLORADO DO OESTE,RO,781544,6,366289.89
1100064,COLORADO DO OESTE,RO,782272,1,212840.0
1100064,COLORADO DO OESTE,RO,791810,2,112700.0
1100064,COLORADO DO OESTE,RO,801473,1,134900.0
1100064,COLORADO DO OESTE,RO,801583,2,362315.20999999996
1100064,COLORADO DO OESTE,RO,801733,1,227e3
1100064,COLORADO DO OESTE,RO,801837,1,115e3
1100064,COLORADO DO OESTE,RO,817473,1,535e3
1100072,CORUMBIARA,RO,707916,2,97749.0
1100072,CORUMBIARA,RO,709336,2,72948.66
1100072,CORUMBIARA,RO,713257,4,67145.91
1100072,CORUMBIARA,RO,714555,1,1e5
1100072,CORUMBIARA,RO,715082,5,173006.86
1100072,CORUMBIARA,RO,732970,1,97e3
1100072,CORUMBIARA,RO,734542,1,174e3
1100072,CORUMBIARA,RO,752076,5,63837.68
1100072,CORUMBIARA,RO,776616,2,169999.0
1100072,CORUMBIARA,RO,782701,5,237943.56
1100072,CORUMBIARA,RO,784489,1,97500.0
1100072,CORUMBIARA,RO,784552,1,542800.0
1100072,CORUMBIARA,RO,785888,1,105e3
1100072,CORUMBIARA,RO,788491,1,41e4
1100072,CORUMBIARA,RO,791732,1,256750.32
1100072,CORUMBIARA,RO,795818,1,213250.0
1100072,CORUMBIARA,RO,796617,2,199500.0
1100072,CORUMBIARA,RO,801758,1,303e3
1100072,CORUMBIARA,RO,807266,6,99698.0
1100080,COSTA MARQUES,RO,735432,4,208603.16
1100080,COSTA MARQUES,RO,735939,3,133209.16
1100080,COSTA MARQUES,RO,737178,2,250047.03
1100080,COSTA MARQUES,RO,737179,3,249298.75
1100080,COSTA MARQUES,RO,737181,3,129564.3
1100080,COSTA MARQUES,RO,744122,3,91925.89
1100080,COSTA MARQUES,RO,744960,4,99228.0
1100080,COSTA MARQUES,RO,767181,2,43922.799999999996
1100080,COSTA MARQUES,RO,782821,1,107500.0
1100080,COSTA MARQUES,RO,784715,1,73500.0
1100080,COSTA MARQUES,RO,785886,2,200340.0
1100080,COSTA MARQUES,RO,792365,3,109320.0
1100080,COSTA MARQUES,RO,801477,1,226e3
1100080,COSTA MARQUES,RO,804477,3,85540.0
1100098,ESPIGAO D'OESTE,RO,710601,2,196816.03
1100098,ESPIGAO D'OESTE,RO,711014,3,198086.05
1100098,ESPIGAO D'OESTE,RO,711123,3,178191.96
1100098,ESPIGAO D'OESTE,RO,721752,1,81800.0
1100098,ESPIGAO D'OESTE,RO,734992,2,148738.87
1100098,ESPIGAO D'OESTE,RO,735621,8,230984.4
1100098,ESPIGAO D'OESTE,RO,736978,4,263235.82
1100098,ESPIGAO D'OESTE,RO,739269,6,263880.48
1100098,ESPIGAO D'OESTE,RO,741957,3,117483.12000000001
1100098,ESPIGAO D'OESTE,RO,743626,1,169200.0
1100098,ESPIGAO D'OESTE,RO,744133,1,58760.0
1100098,ESPIGAO D'OESTE,RO,744483,5,137919.0
1100098,ESPIGAO D'OESTE,RO,751848,5,52545.7
1100098,ESPIGAO D'OESTE,RO,756068,3,229806.55
1100098,ESPIGAO D'OESTE,RO,763184,1,96e3
1100098,ESPIGAO D'OESTE,RO,764754,4,426474.78
1100098,ESPIGAO D'OESTE,RO,770533,4,212341.18
1100098,ESPIGAO D'OESTE,RO,774977,8,97025.5
1100098,ESPIGAO D'OESTE,RO,778005,3,275419.15
1100098,ESPIGAO D'OESTE,RO,781301,3,216635.26
1100098,ESPIGAO D'OESTE,RO,782816,1,79200.0
1100098,ESPIGAO D'OESTE,RO,782818,1,119999.0
1100098,ESPIGAO D'OESTE,RO,785934,1,259329.0
1100098,ESPIGAO D'OESTE,RO,786942,4,231665.85
1100098,ESPIGAO D'OESTE,RO,787923,4,250229.16999999998
1100098,ESPIGAO D'OESTE,RO,788409,5,276194.27999999997
1100098,ESPIGAO D'OESTE,RO,788415,4,436161.43
1100098,ESPIGAO D'OESTE,RO,789180,6,361e3
1100098,ESPIGAO D'OESTE,RO,801462,1,71938.49
1100098,ESPIGAO D'OESTE,RO,801726,1,213990.0
1100098,ESPIGAO D'OESTE,RO,804417,4,192020.0
1100098,ESPIGAO D'OESTE,RO,807273,2,146330.0
1100114,JARU,RO,711097,2,99930.69
1100114,JARU,RO,711287,5,301745.7
1100114,JARU,RO,714558,2,187e3
1100114,JARU,RO,718948,5,380387.74
1100114,JARU,RO,719251,1,102999.0
1100114,JARU,RO,719273,1,84e3
1100114,JARU,RO,728464,4,126110.12000000001
1100114,JARU,RO,732699,2,133e3
1100114,JARU,RO,737290,1,251184.92
1100114,JARU,RO,737299,2,450191.50999999995
1100114,JARU,RO,741126,4,243623.0
1100114,JARU,RO,744136,4,157449.85
1100114,JARU,RO,747286,11,110074.5
1100114,JARU,RO,752651,3,136205.0
1100114,JARU,RO,768999,1,328680.0
1100114,JARU,RO,782963,3,240762.03
1100114,JARU,RO,782984,1,155990.0
1100114,JARU,RO,783227,4,241818.90000000002
1100114,JARU,RO,787662,5,169261.38
1100114,JARU,RO,787913,2,476e3
1100114,JARU,RO,788412,1,269685.0
1100114,JARU,RO,792697,5,139390.0
1100114,JARU,RO,793849,4,290060.0
1100114,JARU,RO,798165,1,229e3
1100114,JARU,RO,801240,2,414650.94999999995
1100114,JARU,RO,801416,2,440890.0
1100114,JARU,RO,801433,1,32e4
1100122,JI-PARANA,RO,711158,8,526082.78
1100122,JI-PARANA,RO,711168,7,714954.29
1100122,JI-PARANA,RO,713270,3,308957.12
1100122,JI-PARANA,RO,720581,5,548691.66
1100122,JI-PARANA,RO,723882,1,136734.0
1100122,JI-PARANA,RO,730936,1,174e3
1100122,JI-PARANA,RO,735339,4,298515.31
1100122,JI-PARANA,RO,737182,3,194749.99
1100122,JI-PARANA,RO,737185,3,299283.97
1100122,JI-PARANA,RO,757957,3,160612.33
1100122,JI-PARANA,RO,758045,4,375616.04
1100122,JI-PARANA,RO,758630,6,286381.37
1100122,JI-PARANA,RO,759239,3,232289.32
1100122,JI-PARANA,RO,765014,2,167428.09000000003
1100122,JI-PARANA,RO,766225,2,108305.65999999999
1100122,JI-PARANA,RO,770360,5,343254.35
1100122,JI-PARANA,RO,770563,1,293e3
1100122,JI-PARANA,RO,770567,1,69353.61
1100122,JI-PARANA,RO,770664,4,453541.83
1100122,JI-PARANA,RO,770665,3,11e5
1100122,JI-PARANA,RO,770667,7,326230.97
1100122,JI-PARANA,RO,770706,8,733674.8200000001
1100122,JI-PARANA,RO,771009,6,586859.11
1100122,JI-PARANA,RO,771883,3,500871.19999999995
1100122,JI-PARANA,RO,779630,5,104962.98
1100122,JI-PARANA,RO,780556,3,201072.88
1100122,JI-PARANA,RO,780558,1,174890.0
1100122,JI-PARANA,RO,780590,6,431740.07
1100122,JI-PARANA,RO,780804,1,453390.0
1100122,JI-PARANA,RO,780952,1,397900.0
1100122,JI-PARANA,RO,781239,4,236303.47
1100122,JI-PARANA,RO,783275,5,981250.27
1100122,JI-PARANA,RO,784590,6,350918.99
1100122,JI-PARANA,RO,784830,4,450662.78
1100122,JI-PARANA,RO,784831,6,978544.42
1100122,JI-PARANA,RO,788401,4,498150.18
1100122,JI-PARANA,RO,791820,5,686858.95
1100122,JI-PARANA,RO,795476,4,76021.4
1100122,JI-PARANA,RO,798719,5,955495.97
1100122,JI-PARANA,RO,801249,2,233593.0
1100122,JI-PARANA,RO,801414,5,594645.19
1100122,JI-PARANA,RO,801419,4,504225.9
1100122,JI-PARANA,RO,804486,4,291637.0
1100122,JI-PARANA,RO,811512,1,55070.6
1100122,JI-PARANA,RO,811515,1,109009.88
1100122,JI-PARANA,RO,812801,1,35347.83
1100122,JI-PARANA,RO,816321,2,227775.94
1100122,JI-PARANA,RO,816994,1,59523.36
1100130,MACHADINHO D'OESTE,RO,709234,18,87177.2
1100130,MACHADINHO D'OESTE,RO,710739,3,154310.78
1100130,MACHADINHO D'OESTE,RO,710751,3,95839.69
1100130,MACHADINHO D'OESTE,RO,710779,1,139919.52
1100130,MACHADINHO D'OESTE,RO,710925,1,235750.0
1100130,MACHADINHO D'OESTE,RO,711070,4,99299.03
1100130,MACHADINHO D'OESTE,RO,711132,5,245344.7
1100130,MACHADINHO D'OESTE,RO,713523,2,112339.91
1100130,MACHADINHO D'OESTE,RO,718938,2,100100.0
1100130,MACHADINHO D'OESTE,RO,719292,2,100100.0
1100130,MACHADINHO D'OESTE,RO,727773,2,97250.0
1100130,MACHADINHO D'OESTE,RO,729004,2,130100.0
1100130,MACHADINHO D'OESTE,RO,736513,5,133250.0
1100130,MACHADINHO D'OESTE,RO,738754,4,119050.0
1100130,MACHADINHO D'OESTE,RO,739705,8,116800.0
1100130,MACHADINHO D'OESTE,RO,744137,3,148900.0
1100130,MACHADINHO D'OESTE,RO,744383,1,94760.0
1100130,MACHADINHO D'OESTE,RO,744439,1,101700.0
1100130,MACHADINHO D'OESTE,RO,756596,3,265294.07
1100130,MACHADINHO D'OESTE,RO,756667,6,273211.43
1100130,MACHADINHO D'OESTE,RO,756697,4,191546.47999999998
1100130,MACHADINHO D'OESTE,RO,760820,1,102e3
1100130,MACHADINHO D'OESTE,RO,763902,4,241200.0
1100130,MACHADINHO D'OESTE,RO,766213,5,225645.41999999998
1100130,MACHADINHO D'OESTE,RO,767601,2,119796.0
1100130,MACHADINHO D'OESTE,RO,771185,1,13e4
1100130,MACHADINHO D'OESTE,RO,771966,1,78423.59
1100130,MACHADINHO D'OESTE,RO,774158,1,129e3
1100130,MACHADINHO D'OESTE,RO,774676,1,26e4
1100130,MACHADINHO D'OESTE,RO,777223,1,255659.27
1100130,MACHADINHO D'OESTE,RO,785933,2,206e3
1100130,MACHADINHO D'OESTE,RO,786860,5,245433.46
1100130,MACHADINHO D'OESTE,RO,796631,1,99300.0
1100130,MACHADINHO D'OESTE,RO,801404,1,260800.0
1100130,MACHADINHO D'OESTE,RO,807303,1,248690.0
1100130,MACHADINHO D'OESTE,RO,815132,1,106e3
1100148,NOVA BRASILANDIA D'OESTE,RO,710696,4,155703.72
1100148,NOVA BRASILANDIA D'OESTE,RO,711262,1,21153.8
1100148,NOVA BRASILANDIA D'OESTE,RO,713967,6,256216.35
1100148,NOVA BRASILANDIA D'OESTE,RO,721754,2,93700.0
1100148,NOVA BRASILANDIA D'OESTE,RO,733703,8,223461.5
1100148,NOVA BRASILANDIA D'OESTE,RO,734729,6,224316.58
1100148,NOVA BRASILANDIA D'OESTE,RO,737325,3,254506.1
1100148,NOVA BRASILANDIA D'OESTE,RO,744127,2,96100.0
1100148,NOVA BRASILANDIA D'OESTE,RO,745135,1,245500.0
1100148,NOVA BRASILANDIA D'OESTE,RO,745397,1,54311.64
1100148,NOVA BRASILANDIA D'OESTE,RO,747026,3,196066.91999999998
1100148,NOVA BRASILANDIA D'OESTE,RO,759675,3,65514.32000000001
1100148,NOVA BRASILANDIA D'OESTE,RO,760253,1,227860.0
1100148,NOVA BRASILANDIA D'OESTE,RO,760519,5,111155.0
1100148,NOVA BRASILANDIA D'OESTE,RO,763911,2,185200.0
1100148,NOVA BRASILANDIA D'OESTE,RO,767616,6,202838.0
1100148,NOVA BRASILANDIA D'OESTE,RO,767909,3,341019.02
1100148,NOVA BRASILANDIA D'OESTE,RO,768087,2,64262.130000000005
1100148,NOVA BRASILANDIA D'OESTE,RO,787293,1,208390.0
1100148,NOVA BRASILANDIA D'OESTE,RO,787301,1,204989.0
1100148,NOVA BRASILANDIA D'OESTE,RO,796604,1,96800.0
1100148,NOVA BRASILANDIA D'OESTE,RO,798133,1,222090.0
1100148,NOVA BRASILANDIA D'OESTE,RO,799452,1,183e3
1100148,NOVA BRASILANDIA D'OESTE,RO,801405,1,260990.0
1100148,NOVA BRASILANDIA D'OESTE,RO,801582,1,110900.0
1100148,NOVA BRASILANDIA D'OESTE,RO,801887,1,304e3
1100148,NOVA BRASILANDIA D'OESTE,RO,806450,2,82390.01999999999
1100148,NOVA BRASILANDIA D'OESTE,RO,817961,4,123109.0
1100155,OURO PRETO DO OESTE,RO,710742,2,273328.51
1100155,OURO PRETO DO OESTE,RO,710922,3,309056.54
1100155,OURO PRETO DO OESTE,RO,720474,3,174388.73
1100155,OURO PRETO DO OESTE,RO,721741,2,142900.0
1100155,OURO PRETO DO OESTE,RO,722614,4,235496.93
1100155,OURO PRETO DO OESTE,RO,734475,7,289584.25
1100155,OURO PRETO DO OESTE,RO,738443,3,179346.7
1100155,OURO PRETO DO OESTE,RO,760826,3,510984.99
1100155,OURO PRETO DO OESTE,RO,765108,6,462881.34
1100155,OURO PRETO DO OESTE,RO,771609,2,47528.95
1100155,OURO PRETO DO OESTE,RO,776638,1,42961.21
1100155,OURO PRETO DO OESTE,RO,778571,6,203413.98
1100155,OURO PRETO DO OESTE,RO,787405,2,163819.57
1100155,OURO PRETO DO OESTE,RO,787513,2,295300.0
1100155,OURO PRETO DO OESTE,RO,794605,1,110411.3
1100189,PIMENTA BUENO,RO,726065,10,222003.7
1100189,PIMENTA BUENO,RO,729056,4,52302.0
1100189,PIMENTA BUENO,RO,735041,4,122530.08
1100189,PIMENTA BUENO,RO,735344,6,182580.0
1100189,PIMENTA BUENO,RO,743733,4,137376.0
1100189,PIMENTA BUENO,RO,744470,3,113688.0
1100189,PIMENTA BUENO,RO,761442,1,161638.0
1100189,PIMENTA BUENO,RO,782943,2,107487.07
1100189,PIMENTA BUENO,RO,782960,2,339858.0
1100189,PIMENTA BUENO,RO,783151,4,921037.38
1100189,PIMENTA BUENO,RO,786909,3,784348.53
1100189,PIMENTA BUENO,RO,787914,1,104e3
1100189,PIMENTA BUENO,RO,793530,2,84090.0
1100189,PIMENTA BUENO,RO,801136,2,151500.0
1100189,PIMENTA BUENO,RO,801580,1,202500.0
1100189,PIMENTA BUENO,RO,801851,1,316880.0
1100189,PIMENTA BUENO,RO,802581,1,24151.92
1100189,PIMENTA BUENO,RO,805031,1,114618.04
1100205,PORTO VELHO,RO,706765,2,70408.23999999999
1100205,PORTO VELHO,RO,707548,11,719597.2000000001
1100205,PORTO VELHO,RO,713126,3,244759.14
1100205,PORTO VELHO,RO,720285,9,610361.18
1100205,PORTO VELHO,RO,720309,5,721413.3
1100205,PORTO VELHO,RO,722369,1,157594.15
1100205,PORTO VELHO,RO,723262,3,465686.01
1100205,PORTO VELHO,RO,723263,3,586791.01
1100205,PORTO VELHO,RO,724571,10,107074.14
1100205,PORTO VELHO,RO,725179,4,479046.18
1100205,PORTO VELHO,RO,726580,15,493430.54
1100205,PORTO VELHO,RO,728354,4,270166.0
1100205,PORTO VELHO,RO,763433,1,109955.0
1100205,PORTO VELHO,RO,763436,3,158549.97
1100205,PORTO VELHO,RO,765766,2,120499.0
1100205,PORTO VELHO,RO,769317,7,124862.96
1100205,PORTO VELHO,RO,774359,2,307596.38
1100205,PORTO VELHO,RO,774586,2,200509.0
1100205,PORTO VELHO,RO,776334,2,163637.28999999998
1100205,PORTO VELHO,RO,783226,8,178e3
1100205,PORTO VELHO,RO,783658,2,847999.02
1100205,PORTO VELHO,RO,786658,1,313500.0
1100205,PORTO VELHO,RO,787916,4,151e3
1100205,PORTO VELHO,RO,811501,3,140404.39
1100254,PRESIDENTE MEDICI,RO,709217,15,93642.33
1100254,PRESIDENTE MEDICI,RO,711038,3,91093.38
1100254,PRESIDENTE MEDICI,RO,711273,6,150355.91
1100254,PRESIDENTE MEDICI,RO,711281,5,222140.47999999998
1100254,PRESIDENTE MEDICI,RO,720694,4,199506.7
1100254,PRESIDENTE MEDICI,RO,723225,2,86774.22
1100254,PRESIDENTE MEDICI,RO,734372,1,307118.95
1100254,PRESIDENTE MEDICI,RO,734583,2,91729.98000000001
1100254,PRESIDENTE MEDICI,RO,734699,2,173997.21000000002
1100254,PRESIDENTE MEDICI,RO,734701,3,195209.22
1100254,PRESIDENTE MEDICI,RO,734745,3,233357.86
1100254,PRESIDENTE MEDICI,RO,734750,2,194853.71
1100254,PRESIDENTE MEDICI,RO,735001,3,174818.18
1100254,PRESIDENTE MEDICI,RO,735367,3,131736.16
