COD_MUNIC_IBGE,MUNIC_PROPONENTE,UF_PROPONENTE,IDENTIF_FORNECEDOR,count,soma_por_fornecedor
3503208,ARARAQUARA,SP,08392841000101,7,8202.91
3503208,ARARAQUARA,SP,08400278000168,2,8996.1
3503208,ARARAQUARA,SP,08402493000106,8,13286.82
3503208,ARARAQUARA,SP,08403658000156,1,4498.81
3503208,ARARAQUARA,SP,08424903000101,2,4498.8
3503208,ARARAQUARA,SP,08442367000177,32,13394.82
3503208,ARARAQUARA,SP,08442374000179,5,4497.32
3503208,ARARAQUARA,SP,08447275000180,5,11635.79
3503208,ARARAQUARA,SP,08447788000190,1,4498.11
3503208,ARARAQUARA,SP,08457763000178,2,4498.77
3503208,ARARAQUARA,SP,08464825000179,8,13496.199999999999
3503208,ARARAQUARA,SP,08475696000114,2,4499.97
3503208,ARARAQUARA,SP,08479423000148,1,3450.0
3503208,ARARAQUARA,SP,08494746000100,2,598.6800000000001
3503208,ARARAQUARA,SP,08494803000151,19,4896.82
3503208,ARARAQUARA,SP,08496195000114,4,13302.61
3503208,ARARAQUARA,SP,08499977000107,2,5026.87
3503208,ARARAQUARA,SP,08510160000192,5,13478.85
3503208,ARARAQUARA,SP,08521246000110,2,4499.25
3503208,ARARAQUARA,SP,08521622000177,3,3421.32
3503208,ARARAQUARA,SP,08523737000109,7,13459.83
3503208,ARARAQUARA,SP,08523928000162,10,9698.81
3503208,ARARAQUARA,SP,08524060000115,26,10195.81
3503208,ARARAQUARA,SP,08525964000165,5,8417.47
3503208,ARARAQUARA,SP,08535371000180,3,4499.58
3503208,ARARAQUARA,SP,08535472000150,2,4500.0
3503208,ARARAQUARA,SP,08535717000140,1,407.33
3503208,ARARAQUARA,SP,08535799000122,3,4499.7699999999995
3503208,ARARAQUARA,SP,08535935000184,1,4498.08
3503208,ARARAQUARA,SP,08535941000131,3,8998.29
3503208,ARARAQUARA,SP,08535948000153,6,4037.91
3503208,ARARAQUARA,SP,08536220000146,3,4499.8099999999995
3503208,ARARAQUARA,SP,08536290000102,1,4500.0
3503208,ARARAQUARA,SP,08536596000150,5,8896.48
3503208,ARARAQUARA,SP,08539412000106,8,4499.64
3503208,ARARAQUARA,SP,08549049000100,2,4499.1
3503208,ARARAQUARA,SP,08549389000130,4,4499.0599999999995
3503208,ARARAQUARA,SP,08550025000170,1,711.43
3503208,ARARAQUARA,SP,08550475000163,3,4498.72
3503208,ARARAQUARA,SP,08552592000166,1,4499.62
3503208,ARARAQUARA,SP,08553351000131,2,4498.6
3503208,ARARAQUARA,SP,08553407000158,3,4027.4300000000003
3503208,ARARAQUARA,SP,08553432000131,8,13255.51
3503208,ARARAQUARA,SP,08553748000123,1,4498.9
3503208,ARARAQUARA,SP,08554310000160,9,11175.35
3503208,ARARAQUARA,SP,08554341000110,2,8997.19
3503208,ARARAQUARA,SP,08555325000142,2,4499.7699999999995
3503208,ARARAQUARA,SP,08556311000143,11,13460.39
3503208,ARARAQUARA,SP,08556322000123,24,13397.970000000001
3503208,ARARAQUARA,SP,08557587000146,17,13389.71
3503208,ARARAQUARA,SP,08557735000122,1,4491.43
3503208,ARARAQUARA,SP,08557758000137,2,4498.73
3503208,ARARAQUARA,SP,08559649000159,6,8878.81
3503208,ARARAQUARA,SP,08564529000140,2,4499.5599999999995
3503208,ARARAQUARA,SP,08564765000166,12,13312.75
3503208,ARARAQUARA,SP,08564888000105,3,4499.8
3503208,ARARAQUARA,SP,08564917000120,6,8998.67
3503208,ARARAQUARA,SP,08566997000153,13,5726.37
3503208,ARARAQUARA,SP,08567589000116,1,4499.68
3503208,ARARAQUARA,SP,08567667000182,1,1550.12
3503208,ARARAQUARA,SP,08567853000111,2,3407.84
3503208,ARARAQUARA,SP,08567905000150,3,8876.49
3503208,ARARAQUARA,SP,08567987000132,4,8996.52
3503208,ARARAQUARA,SP,08567994000134,2,4265.11
3503208,ARARAQUARA,SP,08567996000123,4,4498.34
3503208,ARARAQUARA,SP,08567997000178,3,4499.82
3503208,ARARAQUARA,SP,08568000000102,13,13497.48
3503208,ARARAQUARA,SP,08568001000149,8,13493.69
3503208,ARARAQUARA,SP,08570059000127,5,4740.18
3503208,ARARAQUARA,SP,08570149000118,11,11433.74
3503208,ARARAQUARA,SP,08570196000161,10,8517.61
3503208,ARARAQUARA,SP,08572947000189,2,4499.45
3503208,ARARAQUARA,SP,08577618000120,2,4498.610000000001
3503208,ARARAQUARA,SP,08582307000150,10,5310.0999999999995
3503208,ARARAQUARA,SP,08582529000172,13,8980.8
3503208,ARARAQUARA,SP,08589151000139,14,13460.56
3503208,ARARAQUARA,SP,08589157000106,9,12516.62
3503208,ARARAQUARA,SP,08589975000109,6,11305.35
3503208,ARARAQUARA,SP,08590019000147,3,13479.89
3503208,ARARAQUARA,SP,08590020000171,15,8710.77
3503208,ARARAQUARA,SP,08590199000167,9,8455.45
3503208,ARARAQUARA,SP,08590307000100,7,6452.24
3503208,ARARAQUARA,SP,08590469000130,1,4498.51
3503208,ARARAQUARA,SP,08590495000168,15,8081.69
3503208,ARARAQUARA,SP,08591081000153,9,11472.15
3503208,ARARAQUARA,SP,08595446000118,3,4499.64
3503208,ARARAQUARA,SP,08599933000159,1,4468.04
3503208,ARARAQUARA,SP,08613217000189,6,739184.12
3503208,ARARAQUARA,SP,08614666000141,6,13497.56
3503208,ARARAQUARA,SP,08615139000151,2,1234.91
3503208,ARARAQUARA,SP,08615406000190,10,13183.32
3503208,ARARAQUARA,SP,08615414000137,25,7066.08
3503208,ARARAQUARA,SP,08615658000110,4,8854.42
3503208,ARARAQUARA,SP,08615751000124,2,3239.39
3503208,ARARAQUARA,SP,08615872000176,14,12209.23
3503208,ARARAQUARA,SP,08622412000175,2,4499.56
3503208,ARARAQUARA,SP,08622883000183,9,13432.210000000001
3503208,ARARAQUARA,SP,08625660000170,2,8983.42
3503208,ARARAQUARA,SP,08644241000185,5,4461.34
3503208,ARARAQUARA,SP,08644245000163,1,4498.63
3503208,ARARAQUARA,SP,08650017000104,4,13497.91
3503208,ARARAQUARA,SP,08650453000175,10,11399.17
3503208,ARARAQUARA,SP,08670646000198,5,13395.77
3503208,ARARAQUARA,SP,08671678000108,2,4499.25
3503208,ARARAQUARA,SP,08677634000195,11,8398.61
3503208,ARARAQUARA,SP,08682644000119,8,10156.82
3503208,ARARAQUARA,SP,08685835000134,6,4572.76
3503208,ARARAQUARA,SP,08690168000188,4,13497.4
3503208,ARARAQUARA,SP,08697422000170,6,8871.12
3503208,ARARAQUARA,SP,08705265000105,18,11402.6
3503208,ARARAQUARA,SP,08705271000154,1,4429.27
3503208,ARARAQUARA,SP,08705277000121,2,4499.9400000000005
3503208,ARARAQUARA,SP,08725615000197,2,4499.82
3503208,ARARAQUARA,SP,08728802000124,7,4290.1500000000005
3503208,ARARAQUARA,SP,08734912000107,1,1534.08
3503208,ARARAQUARA,SP,08748721000196,7,13497.380000000001
3503208,ARARAQUARA,SP,08756854000104,6,13436.35
3503208,ARARAQUARA,SP,08757087000158,1,1556.06
3503208,ARARAQUARA,SP,08762654000164,1,4499.09
3503208,ARARAQUARA,SP,08772755000116,4,2450.61
3503208,ARARAQUARA,SP,08775384000126,6,13463.06
3503208,ARARAQUARA,SP,08783298000165,2,5841.75
3503208,ARARAQUARA,SP,08783408000199,2,4499.18
3503208,ARARAQUARA,SP,08783460000145,2,4498.65
3503208,ARARAQUARA,SP,08800391000130,4,4499.78
3503208,ARARAQUARA,SP,08819920000148,1,4500.0
3503208,ARARAQUARA,SP,08820568000160,10,7972.3
3503208,ARARAQUARA,SP,08820632000103,8,8987.26
3503208,ARARAQUARA,SP,08823208000112,4,10168.58
3503208,ARARAQUARA,SP,08823463000165,4,8958.44
3503208,ARARAQUARA,SP,08823899000154,4,12901.35
3503208,ARARAQUARA,SP,08825483000175,1,4498.66
3503208,ARARAQUARA,SP,08830130000163,1,1560.0
3503208,ARARAQUARA,SP,08831488000100,8,13432.59
3503208,ARARAQUARA,SP,08832907000129,10,8951.11
3503208,ARARAQUARA,SP,08841789000115,1,4499.66
3503208,ARARAQUARA,SP,08841847000100,4,4255.26
3503208,ARARAQUARA,SP,08845690000191,8,5800.4000000000005
3503208,ARARAQUARA,SP,08850388000121,6,13492.800000000001
3503208,ARARAQUARA,SP,08854345000114,4,4499.97
3503208,ARARAQUARA,SP,08854363000104,7,7058.7
3503208,ARARAQUARA,SP,08854371000142,10,11862.45
3503208,ARARAQUARA,SP,08854376000175,13,11225.2
3503208,ARARAQUARA,SP,08854415000134,7,13492.4
3503208,ARARAQUARA,SP,08854590000121,1,4499.53
3503208,ARARAQUARA,SP,08856855000120,3,8999.73
3503208,ARARAQUARA,SP,08863415000109,6,4956.4800000000005
3503208,ARARAQUARA,SP,08865973000103,8,8847.970000000001
3503208,ARARAQUARA,SP,08866064000181,3,10384.15
3503208,ARARAQUARA,SP,08866263000190,1,4498.85
3503208,ARARAQUARA,SP,08866266000123,6,8937.5
3503208,ARARAQUARA,SP,08866267000178,9,13443.23
3503208,ARARAQUARA,SP,08866268000112,1,4498.29
3503208,ARARAQUARA,SP,08869045000109,6,12979.39
3503208,ARARAQUARA,SP,08877301000100,1,1643.0
3503208,ARARAQUARA,SP,08877693000107,4,8805.15
3503208,ARARAQUARA,SP,08878398000175,1,4499.71
3503208,ARARAQUARA,SP,08879050000100,4,4490.65
3503208,ARARAQUARA,SP,08880139000189,2,4499.32
3503208,ARARAQUARA,SP,08882414000101,26,12162.27
3503208,ARARAQUARA,SP,08884257000165,5,6478.96
3503208,ARARAQUARA,SP,08884399000122,5,8937.78
3503208,ARARAQUARA,SP,08891068000110,2,4305.65
3503208,ARARAQUARA,SP,08891073000122,2,4499.21
3503208,ARARAQUARA,SP,08891309000120,13,13413.06
3503208,ARARAQUARA,SP,08891869000185,2,4499.1
3503208,ARARAQUARA,SP,08891870000100,4,8999.07
3503208,ARARAQUARA,SP,08894278000161,5,10494.699999999999
3503208,ARARAQUARA,SP,08897434000148,3,8927.71
3503208,ARARAQUARA,SP,08897616000119,13,13176.4
3503208,ARARAQUARA,SP,08899746000190,12,7858.46
3503208,ARARAQUARA,SP,08902853000120,9,10820.35
3503208,ARARAQUARA,SP,08903383000110,2,4499.41
3503208,ARARAQUARA,SP,08903388000142,2,4499.2
3503208,ARARAQUARA,SP,08904667000120,20,13412.21
3503208,ARARAQUARA,SP,08904812000173,4,7945.49
3503208,ARARAQUARA,SP,08908421000127,3,4497.52
3503208,ARARAQUARA,SP,08910387000125,8,9197.34
3503208,ARARAQUARA,SP,08910502000161,3,4498.63
3503208,ARARAQUARA,SP,08911128000119,2,4498.82
3503208,ARARAQUARA,SP,08911832000171,3,13468.48
3503208,ARARAQUARA,SP,08911843000151,11,11797.66
3503208,ARARAQUARA,SP,08914367000122,2,4177.58
3503208,ARARAQUARA,SP,08914481000152,1,4498.63
3503208,ARARAQUARA,SP,08914668000156,5,8838.06
3503208,ARARAQUARA,SP,08914912000180,1,4499.76
3503208,ARARAQUARA,SP,08915108000116,2,8992.91
3503208,ARARAQUARA,SP,08922330000146,1,1404.42
3503208,ARARAQUARA,SP,08969534000132,9,13484.91
3503208,ARARAQUARA,SP,08972860000107,8,13092.17
3503208,ARARAQUARA,SP,08975316000291,17,6631.93
3503208,ARARAQUARA,SP,08994123000105,8,4463.9
3503208,ARARAQUARA,SP,08994125000196,14,9484.78
3503208,ARARAQUARA,SP,08994184000164,17,9920.27
3503208,ARARAQUARA,SP,08994257000118,1,4497.67
3503208,ARARAQUARA,SP,08994347000109,8,13477.78
3503208,ARARAQUARA,SP,08994355000155,3,4499.29
3503208,ARARAQUARA,SP,08994380000139,2,8997.48
3503208,ARARAQUARA,SP,08994384000117,7,3356.87
3503208,ARARAQUARA,SP,08994387000150,3,8987.61
3503208,ARARAQUARA,SP,08994390000174,7,8988.630000000001
3503208,ARARAQUARA,SP,08994614000148,1,643.43
3503208,ARARAQUARA,SP,09029795000135,4,4404.5199999999995
3503208,ARARAQUARA,SP,09029990000165,23,12789.7
3503208,ARARAQUARA,SP,09030648000185,6,8285.43
3503208,ARARAQUARA,SP,09038568000176,2,8919.689999999999
3503208,ARARAQUARA,SP,09048522000138,17,13497.44
3503208,ARARAQUARA,SP,09048523000182,2,8997.45
3503208,ARARAQUARA,SP,09054400000154,1,4500.0
3503208,ARARAQUARA,SP,09057863000170,2,8996.77
3503208,ARARAQUARA,SP,09058295000121,1,2808.0
3503208,ARARAQUARA,SP,09060279000173,1,4498.83
3503208,ARARAQUARA,SP,09081689000109,2,8998.150000000001
3503208,ARARAQUARA,SP,09086243000169,5,4458.54
3503208,ARARAQUARA,SP,09090836000107,14,5238.08
3503208,ARARAQUARA,SP,09090845000190,4,12847.64
3503208,ARARAQUARA,SP,09090869000149,2,4499.4400000000005
3503208,ARARAQUARA,SP,09090876000140,2,4200.63
3503208,ARARAQUARA,SP,09090927000134,3,8997.65
3503208,ARARAQUARA,SP,09095325000170,2,4498.110000000001
3503208,ARARAQUARA,SP,09095664000156,1,7900.0
3503208,ARARAQUARA,SP,09097862000159,1,3249.09
3503208,ARARAQUARA,SP,09107978000121,5,4499.19
3503208,ARARAQUARA,SP,09111197000100,2,4499.75
3503208,ARARAQUARA,SP,09134135000114,17,12043.08
3503208,ARARAQUARA,SP,09134144000105,2,8981.73
3503208,ARARAQUARA,SP,09135660000154,11,13488.48
3503208,ARARAQUARA,SP,09160319000159,4,4499.43
3503208,ARARAQUARA,SP,09176395000152,1,7966.0
3503208,ARARAQUARA,SP,09210852000188,3,8997.53
3503208,ARARAQUARA,SP,09217360000114,1,4497.0
3503208,ARARAQUARA,SP,09217361000169,2,4499.65
3503208,ARARAQUARA,SP,09223159000140,6,13456.27
3503208,ARARAQUARA,SP,09223260000109,2,556.29
3503208,ARARAQUARA,SP,09233449000174,5,4362.11
3503208,ARARAQUARA,SP,09233459000100,3,8997.67
3503208,ARARAQUARA,SP,09238805000142,1,4498.97
3503208,ARARAQUARA,SP,09246400000156,2,4498.5
3503208,ARARAQUARA,SP,09258813000150,1,280.4
3503208,ARARAQUARA,SP,09263279000170,1,12598.96
3503208,ARARAQUARA,SP,09269560000110,3,8831.95
3503208,ARARAQUARA,SP,09282976000179,5,13492.05
3503208,ARARAQUARA,SP,09289221000104,1,464.56
3503208,ARARAQUARA,SP,09293497000158,1,4499.9
3503208,ARARAQUARA,SP,09298850000192,1,4500.0
3503208,ARARAQUARA,SP,09306791000157,1,4500.0
3503208,ARARAQUARA,SP,09330943000157,14,9940.32
3503208,ARARAQUARA,SP,09330944000100,6,8262.550000000001
3503208,ARARAQUARA,SP,09337309000146,1,4498.79
3503208,ARARAQUARA,SP,09346327000194,20,10395.59
3503208,ARARAQUARA,SP,09357875000110,5,7472.95
3503208,ARARAQUARA,SP,09362149000195,1,1874.2
3503208,ARARAQUARA,SP,09371785000183,11,10521.26
3503208,ARARAQUARA,SP,09377675000129,1,4476.82
3503208,ARARAQUARA,SP,09387086000121,3,684.37
3503208,ARARAQUARA,SP,09406627000111,1,2115.0
3503208,ARARAQUARA,SP,09418257000132,2,4130.51
3503208,ARARAQUARA,SP,09496930000152,2,3207.9700000000003
3503208,ARARAQUARA,SP,09497004000100,3,4499.8499999999995
3503208,ARARAQUARA,SP,09502831000136,2,4498.15
3503208,ARARAQUARA,SP,09503035000118,2,4498.48
3503208,ARARAQUARA,SP,09503530000127,6,8978.38
3503208,ARARAQUARA,SP,09503722000133,4,9525.77
3503208,ARARAQUARA,SP,09511228000110,1,4497.88
3503208,ARARAQUARA,SP,09518441000154,16,10200.36
3503208,ARARAQUARA,SP,09519956000179,1,4498.88
3503208,ARARAQUARA,SP,09533218000186,4,13462.07
3503208,ARARAQUARA,SP,09533223000199,4,13482.51
3503208,ARARAQUARA,SP,09549573000143,2,8950.55
3503208,ARARAQUARA,SP,09560461000193,5,10462.78
3503208,ARARAQUARA,SP,09564308000134,3,4477.3499999999995
3503208,ARARAQUARA,SP,09566896000145,5,13495.25
3503208,ARARAQUARA,SP,09567626000159,3,4498.98
3503208,ARARAQUARA,SP,09592717000144,1,4498.77
3503208,ARARAQUARA,SP,09601422000197,1,1039.91
3503208,ARARAQUARA,SP,09603445000130,4,13498.34
3503208,ARARAQUARA,SP,09603447000120,22,13449.81
3503208,ARARAQUARA,SP,09616526000175,1,4499.48
3503208,ARARAQUARA,SP,09616528000164,1,3184.87
3503208,ARARAQUARA,SP,09627734000170,6,13460.519999999999
3503208,ARARAQUARA,SP,09657342000153,4,4499.8
3503208,ARARAQUARA,SP,09657716000130,7,13491.14
3503208,ARARAQUARA,SP,09658333000187,4,11912.3
3503208,ARARAQUARA,SP,09674817000110,2,8826.18
3503208,ARARAQUARA,SP,09687809000108,4,13496.31
3503208,ARARAQUARA,SP,10156433000194,5,13358.130000000001
3503208,ARARAQUARA,SP,10156516000183,18,13482.69
3503208,ARARAQUARA,SP,10207726000153,2,4499.33
3503208,ARARAQUARA,SP,10208375000103,4,8999.32
3503208,ARARAQUARA,SP,10222059000188,1,109494.0
3503208,ARARAQUARA,SP,10222194000123,5,8943.45
3503208,ARARAQUARA,SP,10226086000129,2,8988.97
3503208,ARARAQUARA,SP,10227995000181,1,4499.12
3503208,ARARAQUARA,SP,10240865000189,1,4499.21
3503208,ARARAQUARA,SP,10255619000109,1,4455.67
3503208,ARARAQUARA,SP,10256447000180,2,8999.560000000001
3503208,ARARAQUARA,SP,10264706000114,1,961.97
3503208,ARARAQUARA,SP,10265964000115,10,13200.0
3503208,ARARAQUARA,SP,10267240000100,5,4493.84
3503208,ARARAQUARA,SP,10274194000177,1,4498.8
3503208,ARARAQUARA,SP,10285936000160,6,9338.48
3503208,ARARAQUARA,SP,10311597000149,16,13452.78
3503208,ARARAQUARA,SP,10318222000100,8,11757.050000000001
3503208,ARARAQUARA,SP,10318246000160,2,8998.64
3503208,ARARAQUARA,SP,10350366000144,9,13486.23
3503208,ARARAQUARA,SP,10351221000168,8,4775.29
3503208,ARARAQUARA,SP,10373193000180,25,12435.09
3503208,ARARAQUARA,SP,10375070000188,1,4498.79
3503208,ARARAQUARA,SP,10381158000102,16,13556.64
3503208,ARARAQUARA,SP,10388642000163,13,12500.86
3503208,ARARAQUARA,SP,10401050000134,9,7506.84
3503208,ARARAQUARA,SP,10425467000137,3,8752.82
3503208,ARARAQUARA,SP,10437296000166,3,13500.0
3503208,ARARAQUARA,SP,10442159000110,7,13499.48
3503208,ARARAQUARA,SP,10454260000190,2,4499.0599999999995
3503208,ARARAQUARA,SP,10466133000101,1,4499.32
3503208,ARARAQUARA,SP,10484929000197,12,13439.86
3503208,ARARAQUARA,SP,10492789000107,4,13291.28
3503208,ARARAQUARA,SP,10504407000100,3,2761.56
3503208,ARARAQUARA,SP,10507918000185,1,4499.75
3503208,ARARAQUARA,SP,10577728000134,9,8735.55
3503208,ARARAQUARA,SP,10706939000120,4,25988.9
3503208,ARARAQUARA,SP,10753154000108,6,8950.39
3503208,ARARAQUARA,SP,10755455000170,1,4497.99
3503208,ARARAQUARA,SP,10762034000177,3,1199.69
3503208,ARARAQUARA,SP,10817451000170,1,4499.12
3503208,ARARAQUARA,SP,10831417000150,5,13491.91
3503208,ARARAQUARA,SP,10836496000191,5,995.7
3503208,ARARAQUARA,SP,10859976000178,6,13483.5
3503208,ARARAQUARA,SP,10870742000121,2,4489.0199999999995
3503208,ARARAQUARA,SP,10877483000160,3,4499.93
3503208,ARARAQUARA,SP,10884259000104,14,387071.2
3503208,ARARAQUARA,SP,10888221000100,1,4499.64
3503208,ARARAQUARA,SP,10895260000126,1,4499.81
3503208,ARARAQUARA,SP,10908524000139,2,4499.45
3503208,ARARAQUARA,SP,10919383000150,1,1450.0
3503208,ARARAQUARA,SP,10942831000136,1,4578.0
3503208,ARARAQUARA,SP,10966017000151,2,4499.280000000001
3503208,ARARAQUARA,SP,10977076000125,2,7507.459999999999
3503208,ARARAQUARA,SP,10986038000139,15,12180.09
3503208,ARARAQUARA,SP,10990270000140,6,13498.25
3503208,ARARAQUARA,SP,11080720000120,5,8707.02
3503208,ARARAQUARA,SP,11124133000196,1,4500.0
3503208,ARARAQUARA,SP,11179768000190,1,6280.0
3503208,ARARAQUARA,SP,11185633000138,1,4497.96
3503208,ARARAQUARA,SP,11312711000118,5,2354.6
3503208,ARARAQUARA,SP,11337101000179,1,2090.32
3503208,ARARAQUARA,SP,11369764000175,20,7888.13
3503208,ARARAQUARA,SP,11369768000153,1,51.71
3503208,ARARAQUARA,SP,11374161000161,2,3950.0
3503208,ARARAQUARA,SP,11406284000137,3,19780.0
3503208,ARARAQUARA,SP,11461917000100,15,8606.69
3503208,ARARAQUARA,SP,11511435000117,5,5132.43
3503208,ARARAQUARA,SP,11511569000138,3,13500.0
3503208,ARARAQUARA,SP,11513166000128,2,9e3
3503208,ARARAQUARA,SP,11514074000162,3,13500.0
3503208,ARARAQUARA,SP,11514076000151,3,13500.0
3503208,ARARAQUARA,SP,11557565000190,7,10296.449999999999
3503208,ARARAQUARA,SP,11577510000142,8,9263.35
3503208,ARARAQUARA,SP,11607388000100,9,8925.76
3503208,ARARAQUARA,SP,11677514000100,8,11454.62
3503208,ARARAQUARA,SP,11719357000140,5,13471.42
3503208,ARARAQUARA,SP,11727406000197,1,1235.0
3503208,ARARAQUARA,SP,11728830000156,5,13351.27
3503208,ARARAQUARA,SP,11745555000189,3,13320.0
3503208,ARARAQUARA,SP,11761267000118,20,13164.93
3503208,ARARAQUARA,SP,11847812000193,1,4500.0
3503208,ARARAQUARA,SP,11864814000190,14,11491.51
3503208,ARARAQUARA,SP,11931873000134,12,13474.68
3503208,ARARAQUARA,SP,11950563000167,6,13437.93
3503208,ARARAQUARA,SP,11960172000123,6,4499.14
3503208,ARARAQUARA,SP,11961724000118,6,4432.44
3503208,ARARAQUARA,SP,11981311000103,4,13339.83
3503208,ARARAQUARA,SP,12007117000186,4,13485.18
3503208,ARARAQUARA,SP,12049164000192,1,3200.0
3503208,ARARAQUARA,SP,12065486000125,3,13274.35
3503208,ARARAQUARA,SP,12070430000169,1,5070.0
3503208,ARARAQUARA,SP,12098254000173,1,4499.73
3503208,ARARAQUARA,SP,12107989000116,2,4499.799999999999
3503208,ARARAQUARA,SP,12114631000110,6,13496.39
3503208,ARARAQUARA,SP,12120331000144,1,152.25
3503208,ARARAQUARA,SP,12150790000170,11,13104.15
3503208,ARARAQUARA,SP,12193578000190,4,3102.09
3503208,ARARAQUARA,SP,12300066000186,2,4445.780000000001
3503208,ARARAQUARA,SP,12342166000175,6,8721.33
3503208,ARARAQUARA,SP,12409557000160,1,4499.09
3503208,ARARAQUARA,SP,12421635000141,10,6064.34
3503208,ARARAQUARA,SP,12463106000100,1,4500.0
3503208,ARARAQUARA,SP,12493642000159,1,4117.68
3503208,ARARAQUARA,SP,12518703000195,4,13489.269999999999
3503208,ARARAQUARA,SP,12789102000117,15,1100981.02
3503208,ARARAQUARA,SP,12801485000100,1,4499.61
3503208,ARARAQUARA,SP,12810221000104,2,8995.279999999999
3503208,ARARAQUARA,SP,12961008000101,1,4499.89
3503208,ARARAQUARA,SP,13154848000117,2,1250.37
3503208,ARARAQUARA,SP,13260102000198,1,44890.0
3503208,ARARAQUARA,SP,13296566000154,2,8984.39
3503208,ARARAQUARA,SP,13318891000170,1,4499.37
3503208,ARARAQUARA,SP,13441494000191,2,9e3
3503208,ARARAQUARA,SP,13531571000102,1,7179.9
3503208,ARARAQUARA,SP,13698630000123,2,4499.32
3503208,ARARAQUARA,SP,13698639000134,1,4499.18
3503208,ARARAQUARA,SP,13808723000163,1,4498.7
3503208,ARARAQUARA,SP,14028394000109,3,4498.95
3503208,ARARAQUARA,SP,14054785000190,5,8099.92
3503208,ARARAQUARA,SP,14106550000102,1,2070.01
3503208,ARARAQUARA,SP,14128951000155,1,4498.07
3503208,ARARAQUARA,SP,14146897000170,1,68990.0
3503208,ARARAQUARA,SP,14149832000189,1,4499.84
3503208,ARARAQUARA,SP,14212967000141,1,4498.71
3503208,ARARAQUARA,SP,14240369000186,1,1122.49
3503208,ARARAQUARA,SP,14411152000191,2,8856.66
3503208,ARARAQUARA,SP,14536091000199,2,8041.110000000001
3503208,ARARAQUARA,SP,14536092000133,2,7926.99
3503208,ARARAQUARA,SP,14752495000110,1,973.74
3503208,ARARAQUARA,SP,14834630000176,4,3016.98
3503208,ARARAQUARA,SP,15015300000111,2,4498.620000000001
3503208,ARARAQUARA,SP,15067256000193,1,4499.38
3503208,ARARAQUARA,SP,15090367000110,4,4497.07
3503208,ARARAQUARA,SP,15144351000143,2,1704.9499999999998
3503208,ARARAQUARA,SP,15149603000127,2,4497.77
3503208,ARARAQUARA,SP,15377246000154,1,3125.0
3503208,ARARAQUARA,SP,15479233000196,2,4499.9
3503208,ARARAQUARA,SP,15479234000130,2,4499.98
3503208,ARARAQUARA,SP,15479235000185,1,4498.5
3503208,ARARAQUARA,SP,15503560000136,2,4499.17
3503208,ARARAQUARA,SP,15507911000187,1,4499.77
3503208,ARARAQUARA,SP,15578093000103,1,4499.96
3503208,ARARAQUARA,SP,15667162000155,2,4499.13
3503208,ARARAQUARA,SP,15667180000137,1,4499.84
3503208,ARARAQUARA,SP,15824431000140,1,4499.49
3503208,ARARAQUARA,SP,16794989000192,2,2692.1899999999996
3503208,ARARAQUARA,SP,17517106000160,2,7596.1
3503208,ARARAQUARA,SP,18255981000183,1,29730.99
3503208,ARARAQUARA,SP,18647079000102,1,55206.74
3503208,ARARAQUARA,SP,18997792000186,1,7e3
3503208,ARARAQUARA,SP,19019335000180,1,55100.0
3503208,ARARAQUARA,SP,21192561000100,1,464.5
3503208,ARARAQUARA,SP,21587104000114,1,9400.0
3503208,ARARAQUARA,SP,30092431000196,1,120977.0
3503208,ARARAQUARA,SP,45276128000110,2,4608.9
3503208,ARARAQUARA,SP,45596517000123,1,79830.0
3503208,ARARAQUARA,SP,48533483000116,4,141985.22
3503208,ARARAQUARA,SP,49861982000103,5,1726061.51
3503208,ARARAQUARA,SP,50400951000126,1,16500.0
3503208,ARARAQUARA,SP,52004769000181,1,380.0
3503208,ARARAQUARA,SP,52394129000125,1,7450.0
3503208,ARARAQUARA,SP,52500287000112,6,71592.0
3503208,ARARAQUARA,SP,53591103000130,9,1113850.8
3503208,ARARAQUARA,SP,56265143000180,27,1691040.26
3503208,ARARAQUARA,SP,56642960000100,1,998.0
3503208,ARARAQUARA,SP,56681562000100,5,148375.0
3503208,ARARAQUARA,SP,57221749000186,25,1964640.72
3503208,ARARAQUARA,SP,60563939000196,4,298639.62
3503208,ARARAQUARA,SP,63915557000172,2,185692.0
3503208,ARARAQUARA,SP,66956822000159,1,5407.64
3503208,ARARAQUARA,SP,67556167000104,1,342.0
3503208,ARARAQUARA,SP,67687012000107,1,7275.0
3503208,ARARAQUARA,SP,71631345000191,1,3505.0
3503208,ARARAQUARA,SP,72993058000194,1,448.0
3503208,ARARAQUARA,SP,89848543062601,1,329.0
3503208,ARARAQUARA,SP,96252770000109,2,2375.7
3503307,ARARAS,SP,01731083000151,1,220.0
3503307,ARARAS,SP,02607198000100,1,240608.75
3503307,ARARAS,SP,03543613000163,9,878412.45
3503307,ARARAS,SP,03914296000144,4,373858.33
3503307,ARARAS,SP,05296669000196,18,422642.89
3503307,ARARAS,SP,06261866000132,6,948566.06
3503307,ARARAS,SP,06296781000190,1,300.0
3503307,ARARAS,SP,07779095000132,32,45608.5
3503307,ARARAS,SP,10362443000186,5,2065.0
3503307,ARARAS,SP,10393245000180,20,1455742.8800000001
3503307,ARARAS,SP,11582495000120,6,188840.88999999998
3503307,ARARAS,SP,11633685000120,1,1459.9
3503307,ARARAS,SP,12132632000198,1,6895.68
3503307,ARARAS,SP,12137595000100,29,13007.0
