cidade,UF,gini_valor_convenio,gini_valor_fornecedor,coef
TIANGUA,CE,0.24963195970965657,0.46041383159294735,1.844370537043607
TURURU,CE,0.38575499301286253,0.6428374744659013,1.6664398027492717
VARJOTA,CE,0.3453017279601749,0.44218303650870494,1.280570007919867
VICOSA DO CEARA,CE,0.4501590511431721,0.6567547833249332,1.4589394163176646
BRASILIA,DF,0.5119767702924989,0.9111835220026698,1.7797360639665332
AFONSO CLAUDIO,ES,0.23256854648712721,0.4169883042571465,1.7929694731107029
AGUA DOCE DO NORTE,ES,0.20208861344025753,0.49172258046675044,2.433202801958538
AGUIA BRANCA,ES,0.14915984091154577,0.3099203107084696,2.0777731379604876
ALEGRE,ES,0.2494296133817051,0.41564518204930856,1.6663826576728153
ALFREDO CHAVES,ES,0.21135503190083327,0.24053791830291749,1.13807519101687
ALTO RIO NOVO,ES,0.12665545387174237,0.395774709949424,3.12481379878205
BAIXO GUANDU,ES,0.2278086367895944,0.5737369763390141,2.5185040586012613
BARRA DE SAO FRANCISCO,ES,0.2545220783879123,0.500713309558515,1.9672686657673262
BOA ESPERANCA,ES,0.20188691504479728,0.7204253952619579,3.5684600713330066
CACHOEIRO DE ITAPEMIRIM,ES,0.3469509240117761,0.7423892032667885,2.1397527773743317
CASTELO,ES,0.16825871328594744,0.5526514148562098,3.284533704456695
COLATINA,ES,0.17901844553339608,0.6064412047324454,3.387590607914832
CONCEICAO DO CASTELO,ES,0.3427101638434982,0.41414696760507175,1.2084467030694657
DOMINGOS MARTINS,ES,0.23149568255691744,0.6256346699855841,2.702575974961263
ECOPORANGA,ES,0.2105386107502727,0.42210940882093917,2.0049026034546134
GOVERNADOR LINDENBERG,ES,0.24840011656384142,0.3511598230471038,1.4136862248889166
IBATIBA,ES,0.3401184676562896,0.3822608202925868,1.1239049232659857
IBITIRAMA,ES,0.2523168145377448,0.6391237654929474,2.5330209033585396
ICONHA,ES,0.26021050065567763,0.556648940080871,2.139225506573442
ITARANA,ES,0.16081194300461732,0.42744249764820585,2.6580270697676536
IUNA,ES,0.2329947375306478,0.60940912542554,2.6155488827097617
LARANJA DA TERRA,ES,0.22359980628616682,0.22670170413639346,1.0138725426544277
MARECHAL FLORIANO,ES,0.2272648561619306,0.3509925860702161,1.54442086646308
MARILANDIA,ES,0.22122555977305014,0.5659524861669358,2.558259935007205
MONTANHA,ES,0.2809870767836644,0.36469715694064186,1.297914342236554
MUCURICI,ES,0.24347843462340846,0.5124752409723836,2.10480752336459
MUNIZ FREIRE,ES,0.19444930893000922,0.5557481855780799,2.858062024679748
NOVA VENECIA,ES,0.25772210345594004,0.6281323421295619,2.4372466843417135
PANCAS,ES,0.21973971286158278,0.4177586359852561,1.9011521884003202
PINHEIROS,ES,0.21307402670725484,0.3386706375729114,1.5894505905133869
PONTO BELO,ES,0.4235387622175213,0.4372620059213843,1.032401387849396
SANTA MARIA DE JETIBA,ES,0.29783120142286723,0.5987092279763679,2.0102300400900828
SANTA TERESA,ES,0.1462911098781099,0.3546053928349253,2.4239708970038123
SAO GABRIEL DA PALHA,ES,0.18967923458340952,0.6907465225264007,3.6416559991054367
SAO MATEUS,ES,0.3417900768003994,0.699932390941008,2.0478429259658077
SAO ROQUE DO CANAA,ES,0.2218162732868616,0.4228588047113566,1.9063470792537338
SERRA,ES,0.5159815749835746,0.9031465149207378,1.7503464439587557
VARGEM ALTA,ES,0.24632925517562754,0.6164898120587088,2.5027064350077484
VENDA NOVA DO IMIGRANTE,ES,0.25638420574022724,0.6035688124907663,2.354157545501505
VILA VALERIO,ES,0.1436322470771465,0.4633025051027797,3.225616214539446
VITORIA,ES,0.4388797542668761,0.7159613333605224,1.6313382570050319
ACREUNA,GO,0.2369769561075885,0.4392494325152194,1.8535533569593086
ALEXANIA,GO,0.2768904544822899,0.3358940881130783,1.2130937801417143
ALTO PARAISO DE GOIAS,GO,0.3491375739479592,0.5821066178893544,1.6672700428860758
ALVORADA DO NORTE,GO,0.3398113634889608,0.6044033845391819,1.7786438285452355
AMARALINA,GO,0.21082344266396857,0.34529625649076623,1.637845640539766
ANAPOLIS,GO,0.5114552337509806,0.8151613050422437,1.593807729884592
ANICUNS,GO,0.29084514500564307,0.4865957807332597,1.6730407541230183
APARECIDA DE GOIANIA,GO,0.6685036644070546,0.9192936301086524,1.3751512206354801
ARUANA,GO,0.19150048404351416,0.7982764659823338,4.168534977702424
BELA VISTA DE GOIAS,GO,0.38740797217605305,0.5384226935040699,1.3898079858289285
BONFINOPOLIS,GO,0.18393265504885825,0.36087594327474504,1.9620004026956774
BURITINOPOLIS,GO,0.24768458495866863,0.22389125286597444,0.9039369684768045
CABECEIRAS,GO,0.24025807417218914,0.41185557363573366,1.7142215721772718
CALDAS NOVAS,GO,0.3467028990248555,0.5999800599649054,1.7305308425525805
CAMPINACU,GO,0.2828737098154859,0.40919899025359063,1.4465783706817603
CAMPO ALEGRE DE GOIAS,GO,0.2222982588215161,0.4120346291555661,1.8535216215363606
CATURAI,GO,0.1574557139168511,0.3414535719966749,2.168568948707629
CERES,GO,0.43347104392627944,0.6602235923380517,1.5231088710283867
COCALZINHO DE GOIAS,GO,0.18793178975008562,0.42027338347416077,2.236308098981265
COLINAS DO SUL,GO,0.29591150318955606,0.4347204210546347,1.4690892931464037
CORUMBAIBA,GO,0.3229742904820103,0.4376001720510736,1.3549071395063501
CRISTALINA,GO,0.39670734796087403,0.5651599158169076,1.4246267903075178
DIVINOPOLIS DE GOIAS,GO,0.2940535830345019,0.5376213413313171,1.8283107989479486
ESTRELA DO NORTE,GO,0.2168430425611625,0.28019855295304463,1.2921722073421478
FAZENDA NOVA,GO,0.1721794856217178,0.3007194818781338,1.7465465226143215
FORMOSA,GO,0.3893811792319877,0.68668881767156,1.763538800272729
GOIANAPOLIS,GO,0.2435479079279359,0.6447478782192384,2.6473143773011376
GOIANESIA,GO,0.39061207133484377,0.7067939266734995,1.809452340420928
GOIANIA,GO,0.5733264623868961,0.9042967922471314,1.5772807494046692
GOIANIRA,GO,0.4606341451642453,0.4698376783064966,1.0199801365983618
INHUMAS,GO,0.35302954871717773,0.686197583156416,1.9437397964274907
IPAMERI,GO,0.4089999392316035,0.9066746575898377,2.21680878313387
IPORA,GO,0.22006934308857407,0.6848451490654188,3.1119516214931426
ITAPIRAPUA,GO,0.18224382384326887,0.42303790959963594,2.3212743273179557
ITAPURANGA,GO,0.3131843831092964,0.47179636070991693,1.5064491914504798
ITAUCU,GO,0.2745614459659631,0.6756459463583375,2.460818721220226
ITUMBIARA,GO,0.4129085382864819,0.6926930674539262,1.6775944385371993
JARAGUA,GO,0.4645039948717886,0.5397495024130401,1.1619910880680813
JATAI,GO,0.43414652484663563,0.8504950169283552,1.9590045485882828
JESUPOLIS,GO,0.15239942811668739,0.1985654748226815,1.3029279523978676
JUSSARA,GO,0.37592739308513146,0.5006426573703022,1.3317535954527477
LUZIANIA,GO,0.4482411591727642,0.6507403075403251,1.4517638423505688
MAMBAI,GO,0.20127396061309666,0.4177532176187022,2.0755452734481517
MONTES CLAROS DE GOIAS,GO,0.3412785711194344,0.63904571858286,1.8725046711450821
MORRO AGUDO DE GOIAS,GO,0.20922028709969087,0.4067538395926582,1.944141484706237
NOVA IGUACU DE GOIAS,GO,0.1895674878194411,0.5043299219710269,2.6604241464200347
NOVA VENEZA,GO,0.2664061521061223,0.5453517427056331,2.0470688773298056
ORIZONA,GO,0.20835666049420265,0.3633765525071335,1.744012174342006
PADRE BERNARDO,GO,0.3636552145741292,0.5964539971135547,1.6401634658588697
PARAUNA,GO,0.29256745027848075,0.49370966278529416,1.6875071451569745
PIRACANJUBA,GO,0.23610496572019457,0.39244889236452707,1.6621797477551319
PONTALINA,GO,0.31066224913163776,0.5567650048482373,1.79218751684347
RIO VERDE,GO,0.4645771324277228,0.6043808530324462,1.3009268232255782
RUBIATABA,GO,0.294767293267328,0.40157015141507246,1.362329405558858
SANTA ROSA DE GOIAS,GO,0.12823402631520864,0.37696662906068745,2.9396770879990606
SAO FRANCISCO DE GOIAS,GO,0.273109289834649,0.7687778814642008,2.8149093058300907
SAO LUIS DE MONTES BELOS,GO,0.2190519272213729,0.6929903604322689,3.1635894247665575
SAO MIGUEL DO ARAGUAIA,GO,0.34952804841567664,0.6118181676707404,1.7504122214052902
SENADOR CANEDO,GO,0.32199168141590206,0.44802116936730485,1.3914060369423527
SILVANIA,GO,0.35974426639194323,0.6218769742148327,1.7286640325138483
SIMOLANDIA,GO,0.24131873297799755,0.25971352762061684,1.0762261363451484
TRINDADE,GO,0.3392781063694019,0.3621735994219826,1.0674829664005856
TURVANIA,GO,0.16174396068977748,0.3613385618930436,2.2340157886085503
ACAILANDIA,MA,0.4551350354052164,0.6642140463838564,1.459377975137626
BARRA DO CORDA,MA,0.3832227864434694,0.47709748906413774,1.2449611712598831
CANTANHEDE,MA,0.36304242587418134,0.4121031870559204,1.1351378177456921
CAXIAS,MA,0.42157934039140965,0.8287887009179196,1.9659139372162826
CENTRO DO GUILHERME,MA,0.38046097085888286,0.45380900736788665,1.1927872820789531
COLINAS,MA,0.396259643007872,0.6725004033020598,1.6971206005167176
ESTREITO,MA,0.33893899962946517,0.33798287025999185,0.9971790517747483
FORMOSA DA SERRA NEGRA,MA,0.19949845354930718,0.4931657206491866,2.4720277870590004
GRAJAU,MA,0.37749026600437885,0.35465215968478025,0.9395001450995463
IMPERATRIZ,MA,0.38189392465884886,0.8062850481798756,2.11128011240331
LAGOA GRANDE DO MARANHAO,MA,0.1710114158560576,0.32402050319069553,1.8947302527652745
MARANHAOZINHO,MA,0.4117919391258673,0.46933072223766903,1.1397278033998004
MIRANDA DO NORTE,MA,0.4294137038663952,0.6457212964857169,1.5037277354488483
PASSAGEM FRANCA,MA,0.3165229393003415,0.5432687109967824,1.7163644195825156
PASTOS BONS,MA,0.3462523730280398,0.46764461104012556,1.3505888983532117
PORTO FRANCO,MA,0.28559897786596,0.35829547092590364,1.254540452501417
SANTO ANTONIO DOS LOPES,MA,0.28269708923479353,0.5127542119020543,1.8137937440034526
SAO DOMINGOS DO MARANHAO,MA,0.2016774709640985,0.4256720778513743,2.110657555434886
SAO LUIS,MA,0.5273857376143511,0.8091337200344322,1.5342351192403845
SAO RAIMUNDO DAS MANGABEIRAS,MA,0.2604029775781669,0.4583195294115603,1.7600395113530662
TIMON,MA,0.32350272381022904,0.5829393260325784,1.8019611061282386
VITORINO FREIRE,MA,0.23092359970557164,0.37864195855959704,1.6396849825759117
ABAETE,MG,0.17057542763927902,0.46418525435317015,2.721290286516512
ALTEROSA,MG,0.2418018782007736,0.762967630890945,3.1553420369110436
ALTO JEQUITIBA,MG,0.21614369043441561,0.43631746922426595,2.0186454129071953
ARAGUARI,MG,0.28284241298452084,0.49460188239873704,1.7486835767654307
ARAPONGA,MG,0.27474185332743106,0.6013258635817236,2.1886940642606687
ARAPORA,MG,0.22919047036547546,0.5863205980146708,2.558224157748368
ARAXA,MG,0.28439472520485065,0.8000774614098014,2.8132640675156773
ARCOS,MG,0.25790740994400485,0.5114119066014075,1.9829283180054493
ARINOS,MG,0.31281168157338746,0.49077681085583746,1.5689209827053672
BAMBUI,MG,0.2693531881272504,0.4332497372906623,1.608481935197969
BELO HORIZONTE,MG,0.5345521440514407,0.8336370247966212,1.5595055301403844
BETIM,MG,0.2949861061899717,0.7710200427974927,2.6137503652492504
BONFINOPOLIS DE MINAS,MG,0.2564321548670758,0.5337052108369478,2.0812725732995507
BRASILANDIA DE MINAS,MG,0.1538100204339079,0.5986019733895191,3.891826889436883
BRASILIA DE MINAS,MG,0.2084730251679794,0.33840523815035484,1.6232567157198452
BURITIS,MG,0.34164542211525895,0.7113029544790388,2.0819917623221382
CABECEIRA GRANDE,MG,0.2718262087396406,0.32925752600416613,1.2112795433921317
CAMANDUCAIA,MG,0.33614726579860443,0.5456838353218356,1.623347534972278
CAMPINA VERDE,MG,0.2744261833089814,0.5150737954425657,1.8769119959032292
CAMPO FLORIDO,MG,0.22874672368003646,0.4079610189294276,1.7834616923303799
CAMPOS GERAIS,MG,0.408507914146516,0.5731024183349982,1.4029163168903713
CANAPOLIS,MG,0.2197184318962,0.4328691266826157,1.970108392577246
CAPELINHA,MG,0.23295650800525802,0.5222063102943877,2.2416472274842008
CARATINGA,MG,0.476845433749864,0.6380290035449776,1.3380205793889697
CARMO DE MINAS,MG,0.2497224463174308,0.6611484723431444,2.647533219752044
CARMO DO CAJURU,MG,0.2389735453174091,0.7360573941062147,3.0800789816653955
CARMO DO PARANAIBA,MG,0.2204669345482584,0.6140355931430679,2.785159572346939
CARNEIRINHO,MG,0.22570103994316515,0.41320284725367973,1.8307529613409415
CASSIA,MG,0.2453843711871042,0.6116935529340899,2.492797524043114
CENTRALINA,MG,0.1924609033937097,0.5583699634507528,2.901212420833947
CLAUDIO,MG,0.21021913219417643,0.5727829695146651,2.7246947674847863
CONCEICAO DAS ALAGOAS,MG,0.38178868749425066,0.6200185078778309,1.6239834447351658
CONTAGEM,MG,0.48774437388324987,0.8888768763848383,1.8224236382429424
